Source,Target
Hamdy Gheith,Hussein Riad
Sawsan Badr,Somaya El Khashab
Entessar,Ramez Galal
Heba Nour,Mohamed Sherif Hassan
Hala Fakher,Samir Waley Eldein
Diaa El Merghany,Laila Gamal
Mahmoud El Gendy,Mohamed Mamdouh
Bayoumi Fouad,Hassan El Raddad
Kinda Allouch,Mostafa Abd Elsalam
Alaa Seif,Dina Abdullah
Somaya El Khashab,Yousra El Lozy
Hend Sabry,Laila Ezz El Arab
Samir Ghanem,Sayed Rajab
Rehab Hussien,Zeina Mansour
Mai Selim,Mohamed Shahin
Samir Ghanem,Sherine
Mohamed Salam,Sami Maghouri
Ahmed Dawood,Dina El-Sherbiny
Bassem Samra,Salah Abdullah
Bayoumi Fouad,Hana El Zahed
Nadia Lotfi,Omar El-Hariri
Dalal Abdelaziz,Mahmoud El-Bezzawy
Mohamed Ramadan,Omar Mustafa Metwally
Hassan El Raddad,Yasmin Abdulaziz
Amr Youssef,Yasmin Raeis
Amina Khalil,Aïcha Ben Ahmed
Farid Shawqy,Yehia Chahine
Arwa Gouda,Eyad Nassar
Nabil Issa,Ragaa Al-Geddawy
Eyad Nassar,Khaled El Sawy
Abdalla Mahmoud,Nour El-Sherif
Mohammed Hafiz,Mohammed Tharwat
Mohamed Henedy,Salwa Mohammed
Diaa El-Merghani,Samy Maghawry
Heba Abdelaziz,Heba Abdelghany
Amr El Kady,Nelly Karim
Ahmed Malek,Gameel Barsoum
Heba Nour,Mohammed El Sadaany
Kinda Allouch,Yasmin Raeis
Mahmoud Hemeida,Samy Maghawry
Ahmed El Sakka,Nedal El Shafey
Hussein Riad,Laila Fawzy
Dorra Zarrouk,Mohamed Henedi
Ahmed Fathy,Mohammed Tharwat
Ahmed Helmy,Donia Samir Ghanim
Hani R. Eskander,Sedky Sakhr
Akram Hosny,Mohamed Mamdouh
Somaya El Khashab,Tarek Abdel Aziz
Abdalah Mishrif,Ahmed Rateb
Hamdy Heykal,Sayed Rajab
Hayatem,Omar Mustafa Metwally
Dina Fouad,Mostafa Abd Elsalam
Moataza Abdel Sabour,Mohamed Sharaf
Omar El-Hariri,Saeed Tarabeek
Hesham Selim,Taheya Cariocca
Sabri Abdulmonem,Youssef Eid
Hani Salama,Rania Yousef
Hamdi el Sakhawy,Safaa El-Toukhy
Bushra,Hesham Maged
Donia Samir Ghanim,Saeed Tarabeek
Nermin Maher,Randa El Behery
Ahmed Fouad Selim,Saad El Soghayar
Dina El-Sherbiny,Hesham Maged
Heba Abdelghany,Ruby
Ahmed Fouad Selim,Menna Shalaby
Taher Abu Lela,Yousra El Lozy
Nazim Sharawy,Saeed Tarabeek
Badria Tolba,Mohamed Ragab
Abdullah Moshref,Mohamed Sharaf
Ahmed Gamal Saeed,Riham Ayman
Hanan Motawie,Mohamed Farraag
Ahmad Rizq,Bayyumi Fuad
Ahmed Salah Hosny,Amina Khalil
Soleiman Eid,Tarek El Ebiary
Ahmed Eid,Ahmed Fouad Selim
Ahmed Dawood,Maged El Kedwany
Hiba Majdi,Salah Abdallah
Mohammed Tharwat,Mohsen Mansour
Abdalah Mishrif,Taher Abu Lela
Bayoumi Fouad,Mohamed Metwalli
Ahmed Saeed Abdel-Ghany,Ezzat Abou Aouf
Dina Fouad,Karim Abdel Aziz
Ahmed Hatem,Mariam El Khosht
Abdel Aziz Khalil,Hassan el Baroudi
Maged El Kedwany,Sawsan Badr
Hassan Hosny,Maha Abou Ouf
Hamdy Heykal,Riham Ayman
Ghada Adel,Youssef Eid
Nadia Fahmi,Yasser Ali Maher
Ahmed Safwat,Ahmed Salah Al-Saadany
Entsar,Kamal Suliman
Tarek El Ebiary,Wafaa Sadeq
Ahmed Fathy,Hamada Helal
Ahlam Al-Gritly,Nagua Fouad
Abdalla Mahmoud,Ahmed Zaki
Hussien El Imam,Mohamed Lotfy
Ahmed Fathy,Entessar
Ahmed Fahmi,Tamim Abdou
Ahmed Fathy,Hesham Maged
Horeya Farghaly,Sayed Rajab
Samar Gaber,Yousef Fawzy
Heba Abdelaziz,Naglaa Badr
Ezzat Abou Aouf,Mai Ezzidine
Hamada Helal,Taher Abu Lela
Hala Fakher,Soleiman Eid
Mohammed Tharwat,Sami Maghouri
Badria Tolba,Reem Al Baroudi
Feryal Youssef,Samir Sabri
Gerry Sundquist,Naglaa Fathi
Abdel Ghani Nagdi,Naima Wasfy
Layla Hamadah,Mohsen Mohiedine
Farouk El Fishawy,Tayam Amar
Hasan Abdulfattah,Sameh Hussain
Nagah El-Mogui,Samir Ghanem
Ahmed Fouad Selim,Badria Tolba
Aly Eltayeb,Amr El Kady
Mai Ezzidine,Tamer Hosny
Gerry Sundquist,Mahmoud El Meleigy
Abdalah Mishrif,Maged El Kedwany
Mohamed Ramadan,Sabri Abdulmonem
Ahmed Helmy,Wael Sami
Ahmed Salah Al-Saadany,Mostafa Shaban
Ahmed Malek,Mohamed Abd El Azim
Hamdy Al-Merghany,Wafaa Sadeq
Ahmed Helmy,Mohamed Farraag
Ahmed Helmy,Emy Samir Ghanim
Mohamed Mounir,Oussama Nadir
Mohamed Mamdouh,Mohammed Tharwat
Amr Saad,Mahmoud Hemeida
Amina Khalil,Asmaa Galal
Mohammad Adel,Tamim Abdou
Mai Selim,Mohamed Saad
Aida Reyad,Hamdy Heykal
Ahmed Salah Al-Saadany,Majed Abdulazim
Mahmoud Abdel Moghny,Raouf Mustafa
Dalal Abdelaziz,Salwa Mohammed
Bayoumi Fouad,Hassan Abdulfattah
Badria Tolba,Mohamed al-Kilani
Abdalla Mahmoud,Naglaa Fathi
Tara Emad,Tarek Lotfy
Osama Munir,Youssef Fawzy
Alaa Zenhom,Amr Youssef
Ahmed Dash,Ashraf Hamdy
Juditta Salem-Wolff,Nesreen Ameen
Horeya Farghaly,Riham Ayman
Bayoumi Fouad,Chico
Ingi Abou Zeid,Tayam Amar
Abdalla Mahmoud,Mahmoud El Meleigy
Ezzat Abou Aouf,Yousra
Ahmed Bedir,Mohamed Emam
Ahmed Fahmi,Mohamed Mamdouh
Dima Al Jundi,Mona Shaddad
Ahmed Malek,Tarek Abdel Aziz
Farouk El Fishawy,Sherine Reda
Ahmed Fouad Selim,Hassan Abdulfattah
Abdel-Wareth Asar,Farid Shawqy
Jihane Khalil,Tara Emad
George Sidhum,Nagah El-Mogui
Eman El-Sayed,Saad El Soghayar
Safaa El-Toukhy,Zeina
Ahmed Fathy,Hakim
Dina El-Sherbiny,Mohamed Lotfy
Abdalah Mishrif,Alaa Zenhom
Ragia Omran,Ramy Essam
Mohamed Abd El Azim,Rady Gamal
Badria Tolba,Dalal Abdelaziz
Hassan Hosny,Muhammad Qishta
Nadia Lotfi,Salah Zo El Faqqar
Adel Imam,Hiba Majdi
Ahmed Malek,Aly Eltayeb
Mahmoud El Gendy,Tharaa Jubail
Afaf Rashad,Sabry Abdel Moniem
Mohamed Henedy,Mohammed Tharwat
Ghada Adel,Khaled Saleh
Ahmed Seyam,Hamdi Al Wazir
Bassel Khaiat,Tamim Abdou
Chico,Dareen Haddad
Emy Samir Ghanim,Samiha Ayyoub
Mohamed Mounir,Safia el-Emari
Mohsen Mohiedine,Ragaa Hussein
Ingi Abou Zeid,Sherine Reda
Alaa Morsy,Edward Fouad
Naglaa Badr,Tayam Amar
Ahmed Eid,Nada Moussa
Hana Shiha,Mohammed Mahmoud
Hamada Helal,Mohammed Tharwat
Farouk El Fishawy,Ingi Abou Zeid
Badr Nofal,Saeed Tarabeek
Abdel-Wareth Asar,Zaki Rostom
Hany Seif,Mahmoud El-Bezzawy
Ahmad Faloks,Mahmood El-Laithi
Kareem Mahmoud Abdel Aziz,Khaled El Sawy
Maged El Kedwany,Somaya El Khashab
Diaa El-Merghani,Nesreen Ameen
Ahmed Ramzy,Ferdoos Mohammed
Alaa Morsy,Dina El-Sherbiny
Ahmed Fathy,Mohamed Lotfy
Ghada Adel,Karim Abdel Aziz
Ahmed Rateb,Maged El Kedwany
Hakim,Mohamed Lotfy
Ezzat Abou Aouf,Nahla Zaki
Ahmed Safwat,Mostafa Abd Elsalam
Farid Shawqy,Rafeaa El Shal
Abdullah Moshref,Edward
Hana El Zahed,Hassan El Raddad
Ahmed el-Sakka,Mustafa Haridi
Hany Adel,Husni Sheta
Fadia Abdel Ghany,Mohamed Henedi
Abdalah Mishrif,Hamada Helal
Ahmad Wafiq,Nabila Ebeid
Aïcha Ben Ahmed,Mohamed Mamdouh
Gerry Sundquist,Yehia Chahine
Donia Samir Ghanim,Jamila Adel Awad
Bayyumi Fuad,Bushra
Aliaa Al-Husseini,Horeya Farghaly
Bayyumi Fuad,Youssef El Sherif
Mourad Makram,Nadine Nassib Njeim
Jerjes Jbara,Karim Abdel Aziz
Mona Zaki,Sherif Mounir
Ahmed Mekky,Bayoumi Fouad
Dina El-Sherbiny,Nicole Saba
Dina Amer,Magdy Ashour
Ahmed Rizk,Mahmoud Ellithy
Ezzat Abou Aouf,Mohamed Saad
Majdi Kamel,Youssef Dawood
Osama Abdallah,Zeina Mansour
Ali Al Tayeb,Sawsan Badr
Dareen Haddad,Hesham Maged
Entsar,Lotfy Labib
Adel Imam,Omar El-Hariri
Dina El-Sherbiny,Youssef Eid
Ahmed Fouad Selim,Ayten Amer
Mahmoud El Gendy,Mahmoud El-Bazzawy
Ahmad Faloks,Sofinar
Ragaa Al-Geddawy,Samy Maghawry
Ameena Khalil,Zafer Abdeen
Saeed Tarabeek,Sami Gawhar
Abdalla Mahmoud,Yehia Chahine
Osama Abdullah,Shehab Ibrahim
Boris Abramov,Nedal El Shafey
Maha Abou Ouf,Ragaa Al-Geddawy
Donia Samir Ghanim,Hatem Jamel
Maysara,Tamer Hosny
Edward Fouad,Mohamed Lotfy
Eyad Nassar,Hanan Motawie
Afaf Rashad,Mohsen Mansour
Ahmed Abdelhafiz,Shahira Fahmy
Shery Adel,Yasser El Tobgy
Ahmed Gamal Saeed,Farida Al-Gready
Hamdy Gheith,Zaki Rostom
Enaam Al-Gritly,Huda El Mufti
Alaa Zinhom,Nabil Issa
Salah Abdullah,Youssef El Sherif
Alaa Seif,Bothaina Kamel
Ali Al Tayeb,Hany Seif
Ahmed Adel,Bayoumi Fouad
Ahmed Dawood,Arwa Gouda
Eman El-Sayed,Ghassan Mattar
Nada Al Alfi,Samira Maqroun
Ayah Samaha,Samaa Ibrahem
Mahmoud El Fishawy,Mohamed Farraag
Kamal Suliman,Kinda Alloush
Khaled El Sawy,Majdi Kamel
Aseel Omran,Mohamad Al Ahmad
Hesham Selim,Hussein Fahmy
Khaled Saleh,Khaled Sarhan
Hassan Abdulfattah,Nabil Issa
Donia Samir Ghanim,Nabil Issa
Ahmed Zaher,Mahmoud El-Bezzawy
Mai Ezz El-Din,Tamer Hosny
Ahmed Rateb,Zeina
Badria Tolba,Eman El-Sayed
Khaled Nagy,Magdy Ashour
Ali Rabee,Bayoumi Fouad
Dalal Abdel Aziz,Tara Emad
Hend Sabry,Shereen Reda
Hend Sabry,Samia Asaad
Mohamad Yones,Sayed Rajab
Entsar,Karim Abdel Aziz
Ahmed Zaher,Amina Khalil
Hana Shiha,Salwa Mohammed
Fatmah Adel,Maged El-Kidwani
Laila Ezz El Arab,Samia Asaad
Ahmed Saleh,Dina Amer
Edward,Ezzat Abou Aouf
Ahlam Al-Gritly,Karim El Abnoudi
Amr Saad,Ilham Shaheen
Horeya Farghaly,Mahmoud Abdel Moghny
Hassan Hosny,Riham Abdel Ghafour
Reda Idrees,Wafaa Sadeq
Bushra,Fathy Abdel Wehab
Alaa Zinhom,Donia Samir Ghanim
Aida Elkashef,Magdy Ashour
Mai El-Kady,Ragaa Al-Geddawy
Ayten Amer,Maher Essam
Hesham Ismail,Mahmoud Ellithy
Hassan Hosny,Mohamed Ragab
Hesham Ismail,Horeya Farghaly
Ahmed Hatem,Tayam Amar
Hassan El Raddad,Saad El Soghayar
Anoushka,Sawsan Badr
Maged El-Masri,Yasser Ali Maher
Horeya Farghaly,Reem Al Baroudi
Farid Shawqy,Youssef Chahine
Ahmed Adel,Mai Selim
Ahmed Fahmi,Tharaa Jubail
Ayten Amer,Sameh Hussain
Hussien Elgohary,Mirhan
Hesham Ismail,Soleiman Eid
Hind Rostom,Youssef Chahine
Magdy Ashour,Salma Saied
Ahmed Helmy,Ahmed Ramah
Mai Selim,Samir Sabri
Afaf Rashad,Aida Reyad
Sad Al-Saghir,Taher Farouz
Injy El Mokkaddem,Leila Ezz Al Arab
Emy Samir Ghanim,Shery Adel
Mahmoud Ellisy,Shikoo
Nasr Seif,Saeed Tarabeek
Dina Abdullah,Khaled Nagy
Hanan Turk,Lebleba
Mahmood El-Laithi,Nermin Maher
Edward,Mohamed Sharaf
Edward Fouad,Youssef Eid
Marwa,Sayed Rajab
Ayten Amer,Mohamed Al Shakankeery
Ahmed Rizk,Hesham Ismail
Amr Youssef,Sawsan Badr
Aseel Omran,Sayed Rajab
Ibrahim Issa,Leila Ezz Al Arab
Ahmed Saleh,Salma Saied
Dolly Shahin,Sayed Rajab
Ahmed Helmy,Zeina
Abdel Aziz Khalil,Naima Wasfy
Mohammad Adel,Tharaa Jubail
Entessar,Hala Fakher
Dalal Abdelaziz,Samy Maghawry
Layla Hamadah,Oussama Nadir
Hala Sarhan,Lotfy Labib
Ahmed Hatem,Sherine Reda
Ahmed Ramzy,Faten Hamama
Hesham Al-Meligy,Mohamed Abo El Hassan
Omar El-Hariri,Sami Gawhar
Khaled Raafat,Osama Abdullah
Ahmed Bedir,Mahmoud Hemeida
Saif Abu-Kandil,Sedky Sakhr
Bayoumi Fouad,Mohamed Shahin
Magda El-Khatib,Mohsen Mohiedine
Hany El Metennawy,Maged El Kedwany
George Sidhum,Samir Ghanem
Ezzat Abou Aouf,Safaa El-Toukhy
Horeya Farghaly,Mahmoud El Gendy
Abdalah Mishrif,Nicole Saba
Hala Sedki,Tamer Hagras
Ashraf Hamdy,Sherif Salama
Khaled El Sawy,Yasser El Tobgy
Ahmed Salah Al-Saadany,Tamim Abdou
Bushra,Rania Farid Shawki
Dina Abdullah,Magdy Ashour
Heba Abdelghany,Tayam Amar
Ahmed Rateb,Ezzat Abou Aouf
Salwa Mohammed,Yasser Ali Maher
Abdalah Mishrif,Said Tarabeek
Abdalah Mishrif,Youssef Eid
Mohamed Saad,Sayed Rajab
Ahmed Rateb,Mohamed Lotfy
Huda Sultan,Majida El Roumi
Farid Shawqy,Mohsen Hassanein
Hesham Al-Meligy,Riham Ayman
Bayoumi Fouad,Nabil Issa
Ahmad Wafiq,Ezzat Abou Aouf
Hana Shiha,Maged El Kedwany
Eman El-Assy,Sayed Rajab
Shaima Saif,Sofinar
Ahmed Bedir,Yousra El Lozy
Khaled El Nabawy,Nedal El Shafey
Samira Maqroun,Tareq Abdalla
Salah El-Saadany,Tawfik El Deken
Boutros Ghaly,Hany Adel
Nahed Gabr,Saeed Tarabeek
Amina Khalil,Anoushka
Mayar El Gheity,Mohamed Soliman
Emy Samir Ghanim,Nesreen Ameen
Aiemzy,Sedky Sakhr
Ahmed Fouad Selim,Seif Abdelrahman
Dalal Abdel Aziz,Rahmah Hasan
Ahmed Azmy,Asser Yassin
Ahmed Salah Al-Saadany,Ghada Adel
Dina El-Sherbiny,Nada Mousa
Eyad Nassar,Sayed Rajab
Ahmad Mazhar,Zaki Tolaimat
Osama Munir,Youssef Dawood
Donia Samir Ghanim,Sabrine
Ahmad Wafiq,Hanan Turk
Ferdoos Mohammed,Omar Sharif
Karim Abdel Aziz,Mohamed Ragab
Mohamed Emam,Sawsan Badr
Nermin Maher,Taher Farouz
Ahmed Kamal,Sayed Rajab
Amgad Elsharqawy,Tara Emad
Bayyumi Fuad,Jamila Adel Awad
Mai El-Kady,Ramez Galal
Cherif Hafez,Zafer Abdeen
Laila Taher,Salah Zo El Faqqar
Mahmoud Fares,Osama Abdullah
Mohamed Sharaf,Samy Maghawry
Bayyumi Fuad,Mahmoud El Gendy
Ahmed Helmy,Rico
Afaf Rashad,Sayed Rajab
Asmaa Abou El Yazeed,Khaled Kamal
Nadine Nassib Njeim,Zafer Abdeen
Ahmed Fathy,Mohsen Mansour
Hana Shiha,Mohammed Tharwat
Reem Abd El Kader,Roshdy El Shamy
Farouk El Fishawy,Naglaa Badr
Bayyumi Fuad,Ramez Galal
Hanan Turk,Michel Piccoli
Ahmed Bedir,Tarek Abdel Aziz
Alaa Morsy,Mohamed Lotfy
Menha Zaytoon,Tamim Abdou
Ahmed Safwat,Badria Tolba
Inas al-Najjar,Taher Abu Lela
Ahmed Helmy,Mohammed El Sadaany
Ahmed Ramah,Dalal Abdelaziz
Bushra,Dareen Haddad
Dalal Abdelaziz,Mohamed Sharaf
Mohamed Abd El Azim,Shoq Emara
Ahmed Zaher,Taher Abu Lela
Heba Abdelghany,Ingi Abou Zeid
Dina El-Sherbiny,Hussien El Imam
Hussein Riad,Laila Taher
Sayed Rajab,Walid Fawaz
Lana Mushtak,Maged El Kedwany
Ahmed Salah Al-Saadany,Amr Youssef
Ahmed Dawood,Hesham Ismail
Ali Al Tayeb,Mahmoud El-Bezzawy
Bassem Samra,Samiha Ayyoub
Ahmed Rateb,Youssef Eid
Karim El Abnoudi,Usha
Ahmed Fathy,Sami Maghouri
Boutros Ghaly,Maged El-Kidwani
Fatmah Adel,Mohamed Abd El Azim
Ezzat Abou Aouf,Lamitta Frangieh
Ali Rabee,Tara Emad
Salah Zo El Faqqar,Zaki Tolaimat
Hend Sabry,Karim Abdel Aziz
Hany El Sabagh,Mahmoud El Fishawy
Bayoumi Fouad,Mohamed Saad
Dina Mohsen,Feryal Youssef
Alaa Morsy,Alaa Zinhom
Heba Abdelghany,Sawsan Badr
Amina Khalil,Jihane Khalil
Nelly Karim,Shereen Reda
Menna Shalaby,Mohammed El Sadaany
Badr Nofal,Sami Gawhar
Abdalah Mishrif,Karim Abdel Aziz
Ahmed Dash,Ahmed Malek
Hassan Abdel Hamid,Lebleba
Azeez Khayoun,Mahmoud Bu Shehri
Edward Fouad,Sherif Salama
Amr Youssef,Kinda Allouch
Alaa Zinhom,Mohamed Henedi
Maged El-Masri,Taher Abu Lela
Hala Fakher,Hassan Abdulfattah
Riham Abdel Ghafour,Salwa Othman
Hamdy Gheith,Menassa Fahmy
Mohamed Abd El Azim,Mohamed Qishta
Ahmed Helmy,Hasan Kami
Hussein Riad,Nadia Lotfi
Abdel Aziz Khalil,Abdel Ghani Nagdi
Mohamed Henedi,Samiha Ayyoub
Moustafa Haridy,Reda Hamed
Bayoumi Fouad,Diaa El-Merghani
Taher Abu Lela,Yasser Ali Maher
Ahmed Bedir,Michel Piccoli
Ghada Adel,Hassan Hosny
Bayoumi Fouad,Mai Selim
Dawood Hussain,Heba Nour
Donia Samir Ghanim,Mohamed Henedi
Azeez Khayoun,Mona Shaddad
Ahmed Eid,Saki Tsukamoto
Marwa Abdel Monem,Tamer Hosny
Mahmoud Fares,Mariam El Khosht
Ahmed Dawood,Nada Mousa
Ahmed Fathy,Mohamed Salam
Khaled Kamal,Nadine Nassib Njeim
Aiemzy,Hani R. Eskander
Haifa Wehbe,Mohammed Tharwat
Hana Shiha,Ibrahim Issa
Mohamed Emam,Somaya El Khashab
Raouf Mustafa,Sabry Abdel Moniem
Ahmed Helmy,Yousef Fawzy
Boutros Ghaly,Fatmah Adel
Farida Al-Gready,Mohamed Abo El Hassan
Ghada Adel,Majed Abdulazim
Ahmed Helmy,Youssef Eid
Dalal Abdelaziz,Soleiman Eid
Karim Abdel Aziz,Ramez Galal
Fify El Sebaay,Mohamed Henedi
Bayyumi Fuad,Donia Samir Ghanim
Alaa Zenhom,Horeya Farghaly
Inas al-Najjar,Mohammed Tharwat
Hassan Hosny,Nahla Zaki
Alaa Morsy,Mahmoud Ellithy
Moataza Abdel Sabour,Osama Munir
Hala Fakher,Saeed Tarabeek
Ahmed Saleh,Khalid Abdalla
Dina El-Sherbiny,Hana El Zahed
Aida Reyad,Maher Essam
Fadia Abdel Ghany,Lotfy Labib
Arwa Gouda,Hanan Motawie
Hassan Hosny,Khaled Abol Naga
Nour El-Sherif,Yousra
Ahmed Safwat,Samer al Masri
Farid Shawqy,Omar Sharif
Diaa El-Merghani,Mohamed Metwalli
Saeed Tarabeek,Samir Waley Eldein
Hussien Elgohary,Maysara
Entessar,Yasmin Abdulaziz
Ahmad Wafiq,Fathy Abdel Wehab
Abdalah Mishrif,Mohamed Soliman
Bayyumi Fuad,Mourad Makram
Abdel-Wareth Asar,Omar Sharif
Hamdi Al Wazir,Nabil Issa
Hani Salama,Nabila Ebeid
Dalal Abdel Aziz,Mohamed Abdel-Rahman
Farida Al-Gready,Riham Ayman
Khaled El Sawy,Samy Maghawry
Edward Fouad,Hussien El Imam
Farida Al-Gready,Salloum Haddad
Azeez Khayoun,Maram Al Bloushi
Marwan Azab,Yousra
Hassan Abdulfattah,Samir Sabri
Bassem Samra,Hakim
Ezzat Abou Aouf,Reda Hamed
Hassan Hosny,Salwa Mohammed
Madlyn Tabar,Menha Zaytoon
Ahmed Helmy,Lotfy Labib
Ahmed Rateb,Karim Abdel Aziz
Diaa El-Merghani,Samia Trabelsi
Hamdy Heykal,Omar Mustafa Metwally
Azeez Khayoun,Eisa Diab
Menha Zaytoon,Nadia Fahmi
Mai El-Kady,Samar Gaber
Farouk El Fishawy,Heba Abdelaziz
Hasan Abdulfattah,Hassan Hosny
Khaled Raafat,Mohamed Abd El Azim
Inas El Naggar,Mohamed Soliman
Abdalah Mishrif,Alaa Morsy
Hassan Hosny,Mohamed El Dafrawy
Ahmed Dawood,Hana Shiha
Ahmed Awni,Emad Ghoniem
Alaa Zenhom,Sabry Abdel Moniem
Ghada Adel,Riham Abdel Ghafour
Mai Ezz El-Din,Muhammad Qishta
Ghada Adel,Mohamed Ragab
Karim Abdel Aziz,Nelly Karim
Bayyumi Fuad,Diaa El-Merghani
Inas al-Najjar,Samy Maghawry
Mais Hamdan,Nour
Entsar,Hassan Hosny
Huda El Mufti,Wafaa Sadeq
Magda El-Khatib,Oussama Nadir
Aida Elkashef,Bothaina Kamel
Ahmed Fathy,Kareem Mahmoud Abdel Aziz
Hassan Hosny,Yasser El Tobgy
Abdalah Mishrif,Hussien El Imam
Leila Ezz Al Arab,Nadine Nassib Njeim
Omar El-Hariri,Salah Zo El Faqqar
Faten Hamama,Zaki Rostom
Aliaa Al-Husseini,Hassan Abdulfattah
Bayyumi Fuad,Sabrine
Ahmed Salah Al-Saadany,Madlyn Tabar
Horeya Farghaly,Omar Mustafa Metwally
Moataza Abdel Sabour,Youssef Fawzy
Ahmad Wafiq,Rania Farid Shawki
Edward Fouad,Maha Abou Ouf
Aly Eltayeb,Ashraf Hamdy
Mai Selim,Nedal El Shafey
Mohamed Ezz,Yasser Al Zankalouni
Yousra,Youssef Chahine
Hamdy Gheith,Omar Sharif
Hesham Selim,Tayam Amar
Haifa Wehbe,Hakim
Dalal Abdelaziz,Rania Mahmoud Yassin
Dalal Abdelaziz,Hamdy Al-Merghany
Faten Hamama,Rafeaa El Shal
Ibrahim Nasr,Yasmin Raeis
Ahmed Helmy,Tarek El Tilmisany
Naima Wasfy,Youssef Chahine
Khaled El Nabawy,Michel Piccoli
Ahmed Amin,Samaa Ibrahem
Asmaa Galal,Tara Emad
Hassan El Raddad,Houria Farghally
Ghassan Mattar,Soleiman Eid
Adel Imam,Hamdy Al-Merghany
Mohamed Lotfy,Rahmah Hasan
Mahmoud Fares,Mohamed Abd El Azim
Boutros Ghaly,Mohamed Abd El Azim
Hasan Kami,Yasmin Abdulaziz
Mohamed Henedi,Mohamed Sherif Hassan
Abdel-Wareth Asar,Faten Hamama
Asmaa Abou El Yazeed,Carmen Bsaibes
Mahmoud Gharib,Mohammed Aly Rizk
Amr El Kady,Gameel Barsoum
Fatma Nasser,Ghada Adel
Hassan Moustafa,Said Saleh
Omar El-Hariri,Samir Waley Eldein
Ahlam Al-Gritly,Haifa Wehbe
Khaled El Sawy,Mohamed Sharaf
Mahmoud El Meleigy,Naglaa Fathi
Hassan Abdulfattah,Inas El Naggar
Gameel Barsoum,Hany Adel
Ramez Galal,Riham Hagag
Nour El-Sherif,Ragaa Hussein
Yasmin Raeis,Zizi El-Badrawy
Ghadah Abdulrazeq,Wafaa Amer
Adel Imam,Rania Farid Shawki
Marwa,Nabil Issa
Jihane Khalil,Tarek Lotfy
Ahmed Mekky,Said Tarabeek
Fatmah Adel,Mohamad Yones
Basma Yasser,Bassel Khaiat
Dolly Shahin,Nabil Issa
Dalal Abdelaziz,Enaam Al-Gritly
Menna Shalaby,Tarek El Tilmisany
Amina Khalil,Sawsan Badr
Bayoumi Fouad,Samir Sabri
Bayoumi Fouad,Yasser Al Zankalouni
Mostafa Abbas,Sabri Abdulmonem
Bayoumi Fouad,Mohamed Ezz
Dina Amer,Salma Saied
Adel Imam,Enaam Al-Gritly
Ahmed Fathy,Chico
Amir Salah,Mahmoud El Fishawy
Mohamed Saad,Mohamed Shahin
Layla Hamadah,Nour El-Sherif
Karim Abdel Aziz,Mona Zaki
Abdelghany Kamar,Zaki Rostom
Huda El Mufti,Mohamed al-Kilani
Maram Al Bloushi,Sayed Rajab
Diaa El Merghany,Sayed Sadek
Ahmed Dash,Nelly Karim
Dina Mohsen,Mohammed Tharwat
Ahmed El Sobky,Hassan Hosny
Nada Al Alfi,Tareq Abdalla
Ahmad Wafiq,Hassan Abdel Hamid
Nahla Zaki,Reda Hamed
Rania Mahmoud Yassin,Wafaa Sadeq
Mourad Makram,Nesreen Ameen
Ahmed Safwat,Kinda Allouch
Ahmed El Sakka,Mai Selim
Hesham Selim,Ingi Abou Zeid
Yasser El Tobgy,Yousef Fawzy
Magdi Idris,Safia el-Emari
Badria Tolba,Horeya Farghaly
Badr Nofal,Hala Fakher
Aliaa Al-Husseini,Mohamed Ragab
Ahmed Fouad Selim,Hala Fakher
Heba Abdelghany,Naglaa Badr
Ahmed Zaki,Laila Fawzy
Laila Ezz El Arab,Sayed Rajab
Leila Ezz Al Arab,Salwa Mohammed
Badria Tolba,Soleiman Eid
Ahmed Hassan,Ramy Essam
Basma Yasser,Mahmoud El Gendy
Abdelghany Kamar,Rafeaa El Shal
Heba Abdelghany,Mahmoud El-Bezzawy
Ahmed Ezz,Ahmed Salah Hosny
Ahmed Fathy,Bassem Samra
Hala Sarhan,Hassan Hosny
Amr Youssef,Dina El-Sherbiny
Ahmed Fouad Selim,Ahmed Ramah
Aida Elkashef,Dina Amer
Nada Moussa,Saki Tsukamoto
Ayman Mabrouk,Dina Talaat
Maged El Kedwany,Mohamed Lotfy
Samy Maghawry,Yousra El Lozy
Mohamed al-Kilani,Wafaa Sadeq
Ragaa Al-Geddawy,Sayed Rajab
Ahmed Hassan,Dina Abdullah
Hassan Abdulfattah,Maher Essam
Mohamed Abd El Azim,Samia Asaad
Menassa Fahmy,Zaki Rostom
Ahmed Fouad Selim,Mohamed Mounir
Ghassan Massoud,Ruby
Soleiman Eid,Yasmin Abdulaziz
Haifa Wehbe,Karim Afifi
Hani R. Eskander,Saif Abu-Kandil
Ahmed Dawood,Mahmoud Hijazi
Majida El Roumi,Shoukry Sarhan
Amr El Kady,Mohamed Abd El Azim
Alaa Morsy,Hussien El Imam
Mahmoud Fares,Tayam Amar
Arwa Gouda,Youssef El Sherif
Dina Talaat,Mahmoud Bu Shehri
Ahmed Fathy,Salah Abdullah
Ahmed Salah Al-Saadany,Dina Fouad
Aliaa Al-Husseini,Reem Al Baroudi
Mahmoud El Gendy,Sherine
Adel Emam,Younes Shalabi
Khaled Nagy,Salma Saied
Mohamed El Swisi,Osama Abdallah
Ahmed Seyam,Mohamed Shahin
Hanan Turk,Yousra
Bayoumi Fouad,Tamer Shaltout
Bayyumi Fuad,Juditta Salem-Wolff
